image_path,label,source_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0004_00750_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0004_00811_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0004_00892_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0004_01063_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0005_00077_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0005_00117_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0005_00148_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0005_00322_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0005_00500_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0005_00515_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0005_00637_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00101_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00338_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00368_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00397_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00420_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00428_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00527_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00549_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00579_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00586_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00617_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00618_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00786_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00856_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00866_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0006_00905_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0007_00005_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0007_00025_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0007_00130_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0007_00244_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0007_00308_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0007_00360_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0007_00482_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0007_00503_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0008_00027_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0008_00041_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0008_00129_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0008_00224_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0008_00286_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0008_00337_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0008_00429_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0008_00799_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0009_00075_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0009_00140_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0009_00324_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0009_00361_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0010_00026_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0010_00052_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0010_00068_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0010_00115_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0010_00222_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0010_00302_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0010_00316_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_00130_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_00201_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_00213_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_00230_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_00437_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_00588_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_00595_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_00689_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_00874_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_00956_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_00963_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_00972_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01019_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01042_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01090_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01127_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01158_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01192_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01257_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01322_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01330_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01389_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01424_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01445_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0011_01469_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_00027_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_00055_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_00140_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_00147_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_00179_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_00274_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_00396_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_00526_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_00562_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_00566_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_00804_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_00921_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_01182_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_01516_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_01534_0_0_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_01668_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_01710_0_1_0_2_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_01772_0_1_0_2_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_02133_0_1_0_2_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_02175_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_02179_0_1_0_2_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_02193_0_1_0_2_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_02458_0_1_0_2_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_02463_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_02488_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_02695_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_02920_0_1_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03064_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03088_0_1_0_2_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03126_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03184_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03215_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03250_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03385_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03404_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03448_0_1_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03586_0_1_0_0_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03621_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03692_0_1_0_2_1_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_03820_0_1_0_2_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_04019_0_1_0_2_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_04052_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_04156_0_1_0_2_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_04161_0_1_0_2_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_04174_0_1_0_2_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_04175_0_1_0_2_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_04266_0_1_0_1_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_04329_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_04367_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_04427_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_04436_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0012_04492_0_0_0_0_0_02.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00002_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00046_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00138_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00295_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00330_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00382_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00423_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00560_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00608_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00633_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00653_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00683_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00689_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00757_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00819_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_00936_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01051_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01068_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01176_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01211_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01379_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01412_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01424_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01537_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01650_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01747_0_0_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01794_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01883_0_1_0_0_0_01.png,closed,mrl_dataset
E:\sem 4\kecemes\dataset\mrl_dataset\test\close_eyes_test\s0013_01967_0_1_0_0_0_01.png,closed,mrl_dataset
